ID d'incident,Timestamp,Type d'incident,Description,Severité,Statut,Responsable
2282.0,2023-12-24,Mise à jour échouée,tentative connexion non autorisée détectée,Moyenne,Ouvert,Equipe Sécurité
2283.0,2023-02-26,Surcharge,impossible dappliquer mise jour sécurité,Élevée,En cours,Equipe Sécurité
2284.0,2023-10-24,Panne matérielle,malware a été trouvé sur serveur,Élevée,Ouvert,Equipe Sécurité
2285.0,2023-07-10,Problème de connexion,tentative connexion non autorisée détectée,Moyenne,Ouvert,Equipe Sécurité
2286.0,2023-12-17,Surcharge,base données est sous forte charge,Moyenne,Résolu,Equipe Systèmes
2287.0,2023-09-23,Problème de connexion,connexion au vpn a échoué,Critique,Ouvert,Equipe Systèmes
2288.0,2023-03-24,Mise à jour échouée,base données est sous forte charge,Faible,Ouvert,Equipe Systèmes
2289.0,2023-11-10,Surcharge,tentative connexion non autorisée détectée,Faible,Résolu,Equipe Réseau
2290.0,2023-04-15,Surcharge,accès suspects ont été détectés,Faible,Ouvert,Equipe Réseau
2291.0,2023-02-12,Mise à jour échouée,impossible daccéder internet,Moyenne,Ouvert,Equipe Réseau
2292.0,2023-06-08,Mise à jour échouée,base données est sous forte charge,Faible,Résolu,Equipe Sécurité
2293.0,2023-02-27,Panne matérielle,accès suspects ont été détectés,Moyenne,Résolu,Equipe Réseau
2294.0,2023-07-21,Mise à jour échouée,impossible dappliquer mise jour sécurité,Moyenne,En cours,Equipe Sécurité
2295.0,2023-08-24,Problème de connexion,capacité bande passante dépassée,Moyenne,Ouvert,Equipe Réseau
2296.0,2023-03-20,Intrusion,base données est sous forte charge,Faible,Résolu,Equipe Réseau
2297.0,2023-09-08,Panne matérielle,malware a été trouvé sur serveur,Faible,Ouvert,Equipe Réseau
2298.0,2023-03-12,Problème de connexion,mise jour firmware a échoué,Critique,Résolu,Equipe Systèmes
2299.0,2023-10-15,Panne matérielle,accès suspects ont été détectés,Faible,En cours,Equipe Sécurité
2300.0,2023-09-10,Surcharge,impossible daccéder internet,Faible,En cours,Equipe Support
2301.0,2023-10-21,Surcharge,connexion au vpn a échoué,Élevée,Résolu,Equipe Sécurité
2302.0,2023-11-30,Surcharge,accès suspects ont été détectés,Critique,En cours,Equipe Réseau
2303.0,2023-07-28,Panne matérielle,carte réseau ne répond plus,Faible,Ouvert,Equipe Systèmes
2304.0,2023-08-10,Intrusion,accès suspects ont été détectés,Critique,En cours,Equipe Support
2305.0,2023-12-07,Panne matérielle,mise jour firmware a échoué,Élevée,Ouvert,Equipe Support
2306.0,2023-05-26,Intrusion,accès suspects ont été détectés,Critique,En cours,Equipe Systèmes
2307.0,2023-04-26,Mise à jour échouée,base données est sous forte charge,Moyenne,En cours,Equipe Systèmes
2308.0,2023-05-20,Problème de connexion,capacité bande passante dépassée,Élevée,En cours,Equipe Systèmes
2309.0,2023-12-05,Surcharge,tentative connexion non autorisée détectée,Faible,En cours,Equipe Support
2310.0,2023-10-04,Intrusion,disque dur est tombé panne,Faible,Résolu,Equipe Systèmes
2311.0,2023-03-13,Panne matérielle,mise jour firmware a échoué,Faible,En cours,Equipe Réseau
2312.0,2023-08-28,Intrusion,accès suspects ont été détectés,Élevée,Ouvert,Equipe Réseau
2313.0,2023-02-13,Intrusion,malware a été trouvé sur serveur,Faible,En cours,Equipe Réseau
2314.0,2023-03-16,Panne matérielle,impossible dappliquer mise jour sécurité,Faible,Résolu,Equipe Sécurité
2315.0,2023-12-09,Intrusion,base données est sous forte charge,Critique,Résolu,Equipe Support
2316.0,2023-11-24,Mise à jour échouée,malware a été trouvé sur serveur,Faible,Résolu,Equipe Support
2317.0,2023-05-13,Panne matérielle,serveur web est surchargé,Faible,Résolu,Equipe Réseau
2318.0,2023-05-25,Panne matérielle,impossible daccéder internet,Élevée,En cours,Equipe Systèmes
2319.0,2023-11-29,Problème de connexion,connexion au vpn a échoué,Faible,En cours,Equipe Réseau
2320.0,2023-12-22,Surcharge,mise jour firmware a échoué,Critique,Résolu,Equipe Réseau
2321.0,2023-06-21,Mise à jour échouée,serveur web est surchargé,Moyenne,En cours,Equipe Sécurité
2322.0,2023-05-09,Problème de connexion,capacité bande passante dépassée,Critique,Ouvert,Equipe Support
2323.0,2023-05-15,Mise à jour échouée,carte réseau ne répond plus,Élevée,Résolu,Equipe Support
2324.0,2023-11-17,Surcharge,mise jour firmware a échoué,Élevée,En cours,Equipe Support
2325.0,2023-01-10,Mise à jour échouée,connexion intermittente détectée,Faible,Résolu,Equipe Systèmes
2326.0,2023-04-04,Intrusion,serveur principal a cessé fonctionner,Élevée,Ouvert,Equipe Sécurité
2327.0,2023-03-30,Intrusion,base données est sous forte charge,Faible,Ouvert,Equipe Sécurité
2328.0,2023-12-18,Intrusion,impossible daccéder internet,Élevée,Résolu,Equipe Systèmes
2329.0,2023-10-03,Panne matérielle,mise jour firmware a échoué,Moyenne,Résolu,Equipe Support
2330.0,2023-03-03,Problème de connexion,disque dur est tombé panne,Critique,Résolu,Equipe Systèmes
2331.0,2023-11-03,Panne matérielle,serveur principal a cessé fonctionner,Élevée,En cours,Equipe Réseau
2332.0,2023-06-23,Problème de connexion,carte réseau ne répond plus,Élevée,En cours,Equipe Réseau
2333.0,2023-04-17,Mise à jour échouée,serveur principal a cessé fonctionner,Critique,Ouvert,Equipe Support
2334.0,2023-07-18,Mise à jour échouée,accès suspects ont été détectés,Faible,Ouvert,Equipe Sécurité
2335.0,2023-12-23,Mise à jour échouée,connexion intermittente détectée,Critique,Résolu,Equipe Sécurité
2336.0,2023-09-27,Intrusion,impossible daccéder internet,Moyenne,Résolu,Equipe Support
2337.0,2023-06-20,Problème de connexion,carte réseau ne répond plus,Moyenne,Ouvert,Equipe Systèmes
2338.0,2023-05-27,Problème de connexion,tentative connexion non autorisée détectée,Critique,En cours,Equipe Réseau
2339.0,2023-03-02,Panne matérielle,capacité bande passante dépassée,Critique,Ouvert,Equipe Support
2340.0,2023-06-16,Intrusion,mise jour firmware a échoué,Critique,En cours,Equipe Systèmes
2341.0,2023-06-07,Panne matérielle,échec mise jour logiciel,Faible,En cours,Equipe Réseau
2342.0,2023-05-24,Problème de connexion,mise jour firmware a échoué,Faible,Ouvert,Equipe Réseau
2343.0,2023-09-09,Intrusion,échec mise jour logiciel,Faible,Résolu,Equipe Support
2344.0,2023-11-16,Panne matérielle,connexion au vpn a échoué,Faible,Ouvert,Equipe Support
2345.0,2023-01-11,Problème de connexion,capacité bande passante dépassée,Faible,En cours,Equipe Systèmes
2346.0,2023-04-18,Surcharge,impossible daccéder internet,Faible,En cours,Equipe Réseau
2347.0,2023-06-25,Surcharge,serveur web est surchargé,Critique,Résolu,Equipe Support
2348.0,2023-06-10,Panne matérielle,base données est sous forte charge,Critique,En cours,Equipe Systèmes
2349.0,2023-07-26,Panne matérielle,serveur web est surchargé,Moyenne,Résolu,Equipe Systèmes
2350.0,2023-11-20,Mise à jour échouée,capacité bande passante dépassée,Critique,Ouvert,Equipe Support
2351.0,2023-04-17,Problème de connexion,accès suspects ont été détectés,Critique,Résolu,Equipe Support
2352.0,2023-10-26,Intrusion,connexion intermittente détectée,Critique,Résolu,Equipe Systèmes
2353.0,2023-07-19,Surcharge,connexion au vpn a échoué,Moyenne,Résolu,Equipe Support
2354.0,2023-09-09,Mise à jour échouée,connexion au vpn a échoué,Faible,Ouvert,Equipe Réseau
2355.0,2023-09-17,Surcharge,base données est sous forte charge,Élevée,Résolu,Equipe Support
2356.0,2023-03-28,Intrusion,base données est sous forte charge,Moyenne,En cours,Equipe Systèmes
2357.0,2023-07-10,Problème de connexion,impossible dappliquer mise jour sécurité,Faible,Ouvert,Equipe Support
2358.0,2023-12-03,Mise à jour échouée,disque dur est tombé panne,Moyenne,En cours,Equipe Réseau
2359.0,2023-10-31,Intrusion,accès suspects ont été détectés,Faible,En cours,Equipe Sécurité
2360.0,2023-11-09,Problème de connexion,malware a été trouvé sur serveur,Élevée,Ouvert,Equipe Systèmes
2361.0,2023-06-17,Panne matérielle,capacité bande passante dépassée,Critique,Résolu,Equipe Systèmes
2362.0,2023-08-11,Surcharge,serveur principal a cessé fonctionner,Élevée,Ouvert,Equipe Systèmes
2363.0,2023-12-29,Intrusion,carte réseau ne répond plus,Élevée,En cours,Equipe Systèmes
2364.0,2023-01-17,Mise à jour échouée,impossible dappliquer mise jour sécurité,Élevée,Résolu,Equipe Sécurité
2365.0,2023-10-10,Surcharge,tentative connexion non autorisée détectée,Faible,Résolu,Equipe Sécurité
2366.0,2023-11-03,Intrusion,carte réseau ne répond plus,Élevée,Ouvert,Equipe Support
2367.0,2023-04-26,Problème de connexion,base données est sous forte charge,Faible,Résolu,Equipe Systèmes
2368.0,2023-03-01,Intrusion,serveur web est surchargé,Critique,Résolu,Equipe Sécurité
2369.0,2023-01-23,Problème de connexion,capacité bande passante dépassée,Élevée,Ouvert,Equipe Réseau
2370.0,2023-03-01,Problème de connexion,carte réseau ne répond plus,Faible,Ouvert,Equipe Sécurité
2371.0,2023-07-08,Mise à jour échouée,accès suspects ont été détectés,Moyenne,Ouvert,Equipe Support
2372.0,2023-03-25,Panne matérielle,tentative connexion non autorisée détectée,Moyenne,Résolu,Equipe Support
2373.0,2023-09-19,Problème de connexion,échec mise jour logiciel,Élevée,En cours,Equipe Systèmes
2374.0,2023-01-15,Panne matérielle,tentative connexion non autorisée détectée,Faible,Ouvert,Equipe Sécurité
2375.0,2023-03-04,Problème de connexion,échec mise jour logiciel,Critique,Résolu,Equipe Sécurité
2376.0,2023-09-22,Intrusion,mise jour firmware a échoué,Moyenne,En cours,Equipe Support
2377.0,2023-04-27,Panne matérielle,serveur principal a cessé fonctionner,Critique,En cours,Equipe Sécurité
2378.0,2023-05-23,Intrusion,mise jour firmware a échoué,Élevée,Ouvert,Equipe Réseau
2379.0,2023-05-30,Panne matérielle,capacité bande passante dépassée,Moyenne,En cours,Equipe Réseau
2380.0,2023-03-06,Mise à jour échouée,connexion au vpn a échoué,Moyenne,En cours,Equipe Sécurité
2381.0,2023-07-29,Mise à jour échouée,mise jour firmware a échoué,Faible,Résolu,Equipe Sécurité
2382.0,2023-05-15,Panne matérielle,serveur principal a cessé fonctionner,Élevée,En cours,Equipe Réseau
2383.0,2023-03-22,Problème de connexion,connexion intermittente détectée,Critique,Ouvert,Equipe Réseau
2384.0,2023-10-23,Surcharge,accès suspects ont été détectés,Critique,Résolu,Equipe Réseau
2385.0,2023-07-27,Panne matérielle,connexion intermittente détectée,Moyenne,Résolu,Equipe Réseau
2386.0,2023-12-05,Mise à jour échouée,carte réseau ne répond plus,Moyenne,Ouvert,Equipe Sécurité
2387.0,2023-02-18,Surcharge,malware a été trouvé sur serveur,Faible,Résolu,Equipe Réseau
2388.0,2023-05-03,Problème de connexion,accès suspects ont été détectés,Faible,Résolu,Equipe Support
2389.0,2023-11-14,Intrusion,impossible dappliquer mise jour sécurité,Faible,Ouvert,Equipe Support
2390.0,2023-02-15,Mise à jour échouée,impossible daccéder internet,Critique,Ouvert,Equipe Systèmes
2391.0,2023-05-16,Intrusion,serveur principal a cessé fonctionner,Moyenne,En cours,Equipe Sécurité
2392.0,2023-06-24,Problème de connexion,impossible daccéder internet,Moyenne,Ouvert,Equipe Réseau
2393.0,2023-06-11,Panne matérielle,mise jour firmware a échoué,Moyenne,En cours,Equipe Support
2394.0,2023-07-25,Surcharge,mise jour firmware a échoué,Critique,Ouvert,Equipe Sécurité
2395.0,2023-11-09,Surcharge,connexion intermittente détectée,Élevée,En cours,Equipe Support
2396.0,2023-03-27,Surcharge,disque dur est tombé panne,Faible,Ouvert,Equipe Réseau
2397.0,2023-10-18,Mise à jour échouée,malware a été trouvé sur serveur,Moyenne,En cours,Equipe Sécurité
2398.0,2023-07-15,Problème de connexion,serveur web est surchargé,Faible,Ouvert,Equipe Sécurité
2399.0,2023-05-09,Mise à jour échouée,base données est sous forte charge,Faible,Ouvert,Equipe Réseau
2400.0,2023-08-21,Surcharge,connexion intermittente détectée,Élevée,En cours,Equipe Support
2401.0,2023-09-26,Surcharge,capacité bande passante dépassée,Élevée,En cours,Equipe Systèmes
2402.0,2023-11-03,Problème de connexion,tentative connexion non autorisée détectée,Critique,Ouvert,Equipe Sécurité
2403.0,2023-03-11,Problème de connexion,base données est sous forte charge,Moyenne,En cours,Equipe Réseau
2404.0,2023-08-24,Problème de connexion,tentative connexion non autorisée détectée,Faible,En cours,Equipe Support
2405.0,2023-07-01,Intrusion,tentative connexion non autorisée détectée,Moyenne,Résolu,Equipe Support
2406.0,2023-10-09,Panne matérielle,tentative connexion non autorisée détectée,Faible,Résolu,Equipe Systèmes
2407.0,2023-04-12,Intrusion,échec mise jour logiciel,Moyenne,En cours,Equipe Support
2408.0,2023-09-20,Intrusion,impossible dappliquer mise jour sécurité,Faible,Résolu,Equipe Réseau
2409.0,2023-02-06,Surcharge,impossible dappliquer mise jour sécurité,Faible,Résolu,Equipe Réseau
2410.0,2023-11-26,Mise à jour échouée,connexion intermittente détectée,Faible,En cours,Equipe Sécurité
2411.0,2023-10-26,Problème de connexion,capacité bande passante dépassée,Élevée,Résolu,Equipe Support
2412.0,2023-03-14,Problème de connexion,échec mise jour logiciel,Critique,Ouvert,Equipe Systèmes
2413.0,2023-11-14,Mise à jour échouée,base données est sous forte charge,Élevée,En cours,Equipe Support
2414.0,2023-08-26,Intrusion,serveur web est surchargé,Moyenne,Ouvert,Equipe Réseau
2415.0,2023-01-17,Mise à jour échouée,malware a été trouvé sur serveur,Élevée,Résolu,Equipe Sécurité
2416.0,2023-01-28,Intrusion,connexion au vpn a échoué,Faible,Ouvert,Equipe Systèmes
2417.0,2023-12-31,Mise à jour échouée,base données est sous forte charge,Faible,En cours,Equipe Sécurité
2418.0,2023-11-23,Intrusion,serveur web est surchargé,Élevée,Résolu,Equipe Sécurité
2419.0,2023-10-10,Problème de connexion,serveur web est surchargé,Faible,Résolu,Equipe Réseau
2420.0,2023-03-26,Mise à jour échouée,serveur principal a cessé fonctionner,Critique,En cours,Equipe Support
2421.0,2023-07-14,Intrusion,connexion au vpn a échoué,Élevée,En cours,Equipe Support
2422.0,2023-07-13,Surcharge,capacité bande passante dépassée,Critique,En cours,Equipe Sécurité
2423.0,2023-12-27,Problème de connexion,base données est sous forte charge,Faible,Ouvert,Equipe Support
2424.0,2023-10-04,Intrusion,impossible daccéder internet,Critique,Ouvert,Equipe Systèmes
2425.0,2023-07-17,Panne matérielle,connexion intermittente détectée,Élevée,Résolu,Equipe Sécurité
2426.0,2023-01-11,Panne matérielle,connexion intermittente détectée,Faible,Ouvert,Equipe Réseau
2427.0,2023-08-29,Panne matérielle,échec mise jour logiciel,Faible,En cours,Equipe Sécurité
2428.0,2023-06-25,Intrusion,serveur web est surchargé,Critique,Ouvert,Equipe Réseau
2429.0,2023-04-06,Surcharge,mise jour firmware a échoué,Faible,En cours,Equipe Systèmes
2430.0,2023-01-06,Intrusion,échec mise jour logiciel,Critique,Résolu,Equipe Sécurité
2431.0,2023-05-03,Problème de connexion,serveur principal a cessé fonctionner,Élevée,Résolu,Equipe Support
2432.0,2023-01-15,Mise à jour échouée,malware a été trouvé sur serveur,Critique,Ouvert,Equipe Systèmes
2433.0,2023-09-06,Panne matérielle,disque dur est tombé panne,Élevée,Résolu,Equipe Systèmes
2434.0,2023-04-12,Problème de connexion,tentative connexion non autorisée détectée,Moyenne,En cours,Equipe Sécurité
2435.0,2023-11-12,Problème de connexion,tentative connexion non autorisée détectée,Faible,En cours,Equipe Systèmes
2436.0,2023-11-22,Problème de connexion,serveur web est surchargé,Critique,En cours,Equipe Sécurité
2437.0,2023-07-08,Surcharge,connexion au vpn a échoué,Faible,Résolu,Equipe Systèmes
2438.0,2023-09-03,Surcharge,échec mise jour logiciel,Faible,En cours,Equipe Systèmes
2439.0,2023-02-26,Surcharge,impossible daccéder internet,Critique,Ouvert,Equipe Sécurité
2440.0,2023-07-30,Problème de connexion,malware a été trouvé sur serveur,Faible,Ouvert,Equipe Sécurité
2441.0,2023-09-01,Problème de connexion,connexion intermittente détectée,Élevée,Résolu,Equipe Sécurité
2442.0,2023-08-12,Problème de connexion,capacité bande passante dépassée,Élevée,En cours,Equipe Réseau
2443.0,2023-11-24,Panne matérielle,base données est sous forte charge,Élevée,Résolu,Equipe Réseau
2444.0,2023-07-10,Panne matérielle,disque dur est tombé panne,Élevée,En cours,Equipe Support
2445.0,2023-10-21,Mise à jour échouée,disque dur est tombé panne,Moyenne,Résolu,Equipe Systèmes
2446.0,2023-06-16,Mise à jour échouée,capacité bande passante dépassée,Moyenne,Ouvert,Equipe Réseau
2447.0,2023-09-11,Intrusion,accès suspects ont été détectés,Élevée,En cours,Equipe Support
2448.0,2023-02-04,Panne matérielle,tentative connexion non autorisée détectée,Élevée,En cours,Equipe Sécurité
2449.0,2023-02-09,Mise à jour échouée,connexion au vpn a échoué,Faible,Résolu,Equipe Support
2450.0,2023-01-19,Surcharge,impossible daccéder internet,Moyenne,Résolu,Equipe Support
2451.0,2023-10-26,Surcharge,impossible daccéder internet,Critique,Résolu,Equipe Support
2452.0,2023-11-06,Mise à jour échouée,échec mise jour logiciel,Moyenne,Résolu,Equipe Support
2453.0,2023-12-02,Surcharge,mise jour firmware a échoué,Critique,Ouvert,Equipe Réseau
2454.0,2023-03-27,Panne matérielle,base données est sous forte charge,Moyenne,Résolu,Equipe Sécurité
2455.0,2023-11-18,Mise à jour échouée,connexion au vpn a échoué,Moyenne,Résolu,Equipe Réseau
2456.0,2023-09-01,Surcharge,accès suspects ont été détectés,Moyenne,Résolu,Equipe Support
2457.0,2023-04-03,Panne matérielle,disque dur est tombé panne,Faible,En cours,Equipe Support
2458.0,2023-07-09,Intrusion,échec mise jour logiciel,Élevée,Résolu,Equipe Systèmes
2459.0,2023-12-23,Intrusion,tentative connexion non autorisée détectée,Faible,Résolu,Equipe Systèmes
2460.0,2023-02-18,Problème de connexion,impossible dappliquer mise jour sécurité,Faible,En cours,Equipe Sécurité
2461.0,2023-02-01,Panne matérielle,carte réseau ne répond plus,Critique,Ouvert,Equipe Systèmes
2462.0,2023-02-27,Mise à jour échouée,carte réseau ne répond plus,Moyenne,Ouvert,Equipe Sécurité
2463.0,2023-04-06,Intrusion,échec mise jour logiciel,Moyenne,En cours,Equipe Réseau
2464.0,2023-10-10,Mise à jour échouée,malware a été trouvé sur serveur,Critique,En cours,Equipe Support
2465.0,2023-11-28,Surcharge,mise jour firmware a échoué,Critique,Ouvert,Equipe Sécurité
2466.0,2023-02-28,Problème de connexion,accès suspects ont été détectés,Faible,Ouvert,Equipe Systèmes
2467.0,2023-11-24,Panne matérielle,serveur web est surchargé,Critique,En cours,Equipe Support
2468.0,2023-08-23,Mise à jour échouée,tentative connexion non autorisée détectée,Faible,Ouvert,Equipe Réseau
2469.0,2023-05-06,Mise à jour échouée,connexion intermittente détectée,Faible,En cours,Equipe Réseau
2470.0,2023-04-09,Mise à jour échouée,capacité bande passante dépassée,Élevée,En cours,Equipe Réseau
2471.0,2023-10-03,Surcharge,base données est sous forte charge,Moyenne,Ouvert,Equipe Support
2472.0,2023-10-19,Surcharge,serveur principal a cessé fonctionner,Faible,Résolu,Equipe Support
2473.0,2023-12-15,Intrusion,mise jour firmware a échoué,Élevée,En cours,Equipe Sécurité
2474.0,2023-08-15,Problème de connexion,échec mise jour logiciel,Critique,Ouvert,Equipe Systèmes
2475.0,2023-04-07,Intrusion,carte réseau ne répond plus,Faible,Ouvert,Equipe Support
2476.0,2023-08-10,Intrusion,impossible dappliquer mise jour sécurité,Élevée,Résolu,Equipe Sécurité
2477.0,2023-08-23,Mise à jour échouée,mise jour firmware a échoué,Élevée,Résolu,Equipe Support
2478.0,2023-02-07,Problème de connexion,capacité bande passante dépassée,Faible,En cours,Equipe Sécurité
2479.0,2023-02-15,Surcharge,connexion au vpn a échoué,Élevée,En cours,Equipe Réseau
2480.0,2023-05-29,Surcharge,capacité bande passante dépassée,Faible,Résolu,Equipe Systèmes
2481.0,2023-10-19,Mise à jour échouée,échec mise jour logiciel,Critique,Ouvert,Equipe Systèmes
2482.0,2023-01-30,Panne matérielle,connexion intermittente détectée,Moyenne,Ouvert,Equipe Réseau
2483.0,2023-03-25,Intrusion,accès suspects ont été détectés,Moyenne,Résolu,Equipe Support
2484.0,2023-09-23,Surcharge,impossible daccéder internet,Moyenne,En cours,Equipe Sécurité
2485.0,2023-04-11,Panne matérielle,impossible dappliquer mise jour sécurité,Moyenne,Résolu,Equipe Sécurité
2486.0,2023-01-22,Surcharge,disque dur est tombé panne,Faible,En cours,Equipe Sécurité
2487.0,2023-01-10,Mise à jour échouée,carte réseau ne répond plus,Faible,Résolu,Equipe Support
2488.0,2023-04-03,Problème de connexion,capacité bande passante dépassée,Critique,En cours,Equipe Réseau
2489.0,2023-06-16,Mise à jour échouée,impossible dappliquer mise jour sécurité,Faible,En cours,Equipe Support
2490.0,2023-09-07,Surcharge,serveur web est surchargé,Critique,En cours,Equipe Systèmes
2491.0,2023-06-04,Intrusion,connexion intermittente détectée,Élevée,Résolu,Equipe Sécurité
2492.0,2023-03-07,Panne matérielle,disque dur est tombé panne,Critique,Résolu,Equipe Support
2493.0,2023-01-06,Intrusion,base données est sous forte charge,Moyenne,Résolu,Equipe Sécurité
2494.0,2023-07-08,Mise à jour échouée,disque dur est tombé panne,Élevée,Résolu,Equipe Réseau
2495.0,2023-11-23,Problème de connexion,échec mise jour logiciel,Moyenne,Ouvert,Equipe Support
2496.0,2023-09-02,Surcharge,tentative connexion non autorisée détectée,Élevée,Résolu,Equipe Support
2497.0,2023-10-30,Panne matérielle,serveur web est surchargé,Moyenne,Ouvert,Equipe Sécurité
2498.0,2023-05-09,Intrusion,serveur web est surchargé,Moyenne,En cours,Equipe Réseau
2499.0,2023-10-07,Intrusion,base données est sous forte charge,Critique,En cours,Equipe Réseau
2500.0,2023-10-27,Panne matérielle,serveur principal a cessé fonctionner,Moyenne,En cours,Equipe Systèmes
2501.0,2023-04-29,Panne matérielle,disque dur est tombé panne,Critique,Résolu,Equipe Sécurité
2502.0,2023-10-15,Panne matérielle,mise jour firmware a échoué,Critique,Ouvert,Equipe Réseau
2503.0,2023-03-12,Surcharge,disque dur est tombé panne,Moyenne,En cours,Equipe Systèmes
2504.0,2023-07-17,Intrusion,base données est sous forte charge,Élevée,En cours,Equipe Sécurité
2505.0,2023-07-31,Mise à jour échouée,carte réseau ne répond plus,Moyenne,Résolu,Equipe Support
2506.0,2023-01-15,Surcharge,base données est sous forte charge,Critique,En cours,Equipe Sécurité
2507.0,2023-04-25,Problème de connexion,serveur web est surchargé,Élevée,En cours,Equipe Systèmes
2508.0,2023-07-15,Mise à jour échouée,accès suspects ont été détectés,Élevée,Résolu,Equipe Sécurité
2509.0,2023-04-07,Mise à jour échouée,mise jour firmware a échoué,Moyenne,Résolu,Equipe Réseau
2510.0,2023-12-07,Intrusion,capacité bande passante dépassée,Critique,En cours,Equipe Sécurité
2511.0,2023-01-27,Surcharge,connexion au vpn a échoué,Faible,Ouvert,Equipe Support
2512.0,2023-01-31,Problème de connexion,carte réseau ne répond plus,Moyenne,Résolu,Equipe Support
2513.0,2023-04-01,Panne matérielle,impossible dappliquer mise jour sécurité,Moyenne,Ouvert,Equipe Support
2514.0,2023-08-19,Mise à jour échouée,impossible dappliquer mise jour sécurité,Moyenne,En cours,Equipe Sécurité
2515.0,2023-01-29,Panne matérielle,carte réseau ne répond plus,Faible,Résolu,Equipe Systèmes
2516.0,2023-01-20,Panne matérielle,malware a été trouvé sur serveur,Moyenne,En cours,Equipe Sécurité
2517.0,2023-01-03,Intrusion,tentative connexion non autorisée détectée,Élevée,Résolu,Equipe Réseau
2518.0,2023-09-25,Problème de connexion,malware a été trouvé sur serveur,Faible,Ouvert,Equipe Réseau
2519.0,2023-09-17,Mise à jour échouée,mise jour firmware a échoué,Critique,Résolu,Equipe Réseau
2520.0,2023-07-14,Mise à jour échouée,connexion au vpn a échoué,Faible,Ouvert,Equipe Sécurité
2521.0,2023-07-04,Intrusion,serveur principal a cessé fonctionner,Critique,Résolu,Equipe Sécurité
2522.0,2023-04-02,Surcharge,serveur web est surchargé,Élevée,Résolu,Equipe Sécurité
2523.0,2023-09-02,Panne matérielle,mise jour firmware a échoué,Faible,Résolu,Equipe Sécurité
2524.0,2023-10-21,Surcharge,impossible dappliquer mise jour sécurité,Critique,Résolu,Equipe Support
2525.0,2023-05-13,Panne matérielle,serveur web est surchargé,Moyenne,En cours,Equipe Réseau
2526.0,2023-07-07,Panne matérielle,mise jour firmware a échoué,Faible,En cours,Equipe Systèmes
2527.0,2023-05-14,Intrusion,serveur web est surchargé,Moyenne,En cours,Equipe Systèmes
2528.0,2023-12-18,Panne matérielle,carte réseau ne répond plus,Moyenne,En cours,Equipe Support
2529.0,2023-10-24,Intrusion,disque dur est tombé panne,Faible,Ouvert,Equipe Réseau
2530.0,2023-05-21,Intrusion,capacité bande passante dépassée,Élevée,Ouvert,Equipe Systèmes
2531.0,2023-08-18,Panne matérielle,base données est sous forte charge,Faible,Résolu,Equipe Réseau
2532.0,2023-12-05,Mise à jour échouée,connexion au vpn a échoué,Moyenne,Ouvert,Equipe Support
2533.0,2023-07-04,Problème de connexion,carte réseau ne répond plus,Faible,En cours,Equipe Sécurité
2534.0,2023-05-09,Mise à jour échouée,malware a été trouvé sur serveur,Critique,Ouvert,Equipe Sécurité
2535.0,2023-09-29,Mise à jour échouée,impossible dappliquer mise jour sécurité,Critique,Résolu,Equipe Réseau
2536.0,2023-11-16,Intrusion,connexion intermittente détectée,Moyenne,Ouvert,Equipe Sécurité
2537.0,2023-07-29,Panne matérielle,malware a été trouvé sur serveur,Faible,Résolu,Equipe Support
2538.0,2023-08-31,Mise à jour échouée,disque dur est tombé panne,Faible,En cours,Equipe Réseau
2539.0,2023-01-23,Mise à jour échouée,disque dur est tombé panne,Élevée,Ouvert,Equipe Systèmes
2540.0,2023-11-12,Problème de connexion,serveur web est surchargé,Faible,Ouvert,Equipe Réseau
2541.0,2023-06-27,Problème de connexion,connexion au vpn a échoué,Élevée,Ouvert,Equipe Support
2542.0,2023-06-06,Panne matérielle,carte réseau ne répond plus,Moyenne,En cours,Equipe Sécurité
2543.0,2023-10-23,Surcharge,impossible daccéder internet,Critique,Ouvert,Equipe Sécurité
2544.0,2023-11-09,Problème de connexion,accès suspects ont été détectés,Moyenne,Résolu,Equipe Sécurité
2545.0,2023-01-09,Surcharge,malware a été trouvé sur serveur,Faible,Ouvert,Equipe Support
2546.0,2023-01-12,Surcharge,impossible daccéder internet,Moyenne,Ouvert,Equipe Sécurité
2547.0,2023-09-11,Panne matérielle,tentative connexion non autorisée détectée,Élevée,Résolu,Equipe Réseau
2548.0,2023-04-10,Mise à jour échouée,impossible dappliquer mise jour sécurité,Moyenne,En cours,Equipe Réseau
2549.0,2023-01-04,Surcharge,connexion au vpn a échoué,Élevée,Résolu,Equipe Support
2550.0,2023-08-28,Panne matérielle,impossible daccéder internet,Élevée,En cours,Equipe Sécurité
2551.0,2023-10-18,Problème de connexion,échec mise jour logiciel,Critique,Résolu,Equipe Sécurité
2552.0,2023-11-13,Mise à jour échouée,serveur web est surchargé,Critique,Résolu,Equipe Sécurité
2553.0,2023-10-11,Mise à jour échouée,impossible daccéder internet,Critique,En cours,Equipe Systèmes
2554.0,2023-07-16,Panne matérielle,impossible daccéder internet,Faible,Résolu,Equipe Sécurité
2555.0,2023-08-18,Surcharge,impossible daccéder internet,Critique,En cours,Equipe Support
2556.0,2023-03-02,Panne matérielle,impossible dappliquer mise jour sécurité,Moyenne,En cours,Equipe Sécurité
2557.0,2023-11-02,Surcharge,connexion intermittente détectée,Faible,Ouvert,Equipe Support
